,name,iata_code
5294,Mota Lava Airport,MTV
5295,Sola Airport,SLH
5296,Torres Airstrip,TOH
5297,Siwo Airport,EAE
5298,Craig Cove Airport,CCV
5299,Longana Airport,LOD
5300,Sara Airport,SSR
5301,Tavie Airport,PBJ
5302,Lamap Airport,LPM
5303,Lamen Bay Airport,LNB
5304,Maewo-Naone Airport,MWF
5305,Lonorore Airport,LNE
5306,Norsup Airport,NUS
5307,Gaua Island Airport,ZGU
5308,Redcliffe Airport,RCL
5309,Santo Pekoa International Airport,SON
5310,Tongoa Airport,TGH
5311,Uléi Airport,ULB
5312,Valesdir Airport,VLS
5313,Walaha Airport,WLH
5314,Southwest Bay Airport,SWJ
5315,North West Santo Airport,OLJ
5316,Aneityum Airport,AUY
5317,Aniwa Airport,AWD
5318,Dillon's Bay Airport,DLY
5319,Futuna Airport,FTA
5320,Ipota Airport,IPA
5321,Bauerfield International Airport,VLI
5322,Tanna Airport,TAH
5323,Nowata Airport,NWT
5324,Tiga Airport,TGJ
5325,Île Art - Waala Airport,BMY
5326,Koné Airport,KNQ
5327,Île des Pins Airport,ILP
5328,Nesson Airport,HLU
5329,Koumac Airport,KOC
5330,Lifou Airport,LIF
5331,Nouméa Magenta Airport,GEA
5332,Poum / Malabou Airport,PUV
5333,Mueo Airport,PDC
5334,Maré Airport,MEE
5335,Touho Airport,TOU
5336,Ouvéa Airport,UVE
5337,La Tontouta International Airport,NOU
5338,Fox Glacier Aerodrome,FGL
5339,Auckland International Airport,AKL
5340,Taupo Airport,TUO
5341,Ardmore Airport,AMZ
5342,Ashburton Aerodrome,ASG
5343,Christchurch International Airport,CHC
5344,Chatham Islands / Tuuta Airport,CHT
5345,Coromandel Aerodrome,CMV
5346,Dargaville Aerodrome,DGR
5347,Dunedin International Airport,DUD
5348,Franz Josef Aerodrome,WHO
5349,Great Barrier Aerodrome,GBZ
5350,Greymouth Airport,GMN
5351,Gisborne Airport,GIS
5352,Glentanner Airport,GTN
5353,Hokitika Airfield,HKK
5354,Hamilton International Airport,HLZ
5355,Waiheke Reeve Airport,WIK
5356,Kaikoura Airport,KBZ
5357,Kerikeri Airport,KKE
5358,Kaikohe Airport,KKO
5359,Kaitaia Airport,KAT
5360,Alexandra Aerodrome,ALR
5361,Matamata Glider Airport,MTA
5362,Mechanics Bay Heliport,MHB
5363,Mount Cook Airport,MON
5364,Milford Sound Airport,MFN
5365,Motueka Airport,MZP
5366,Manapouri Airport,TEU
5367,Hood Airport,MRO
5368,New Plymouth Airport,NPL
5369,Hawke's Bay Airport,NPE
5370,Nelson Airport,NSN
5371,Invercargill Airport,IVC
5372,RNZAF Base Ohakea,OHA
5373,Oamaru Airport,OAM
5374,Palmerston North Airport,PMR
5375,Picton Aerodrome,PCN
5376,Paraparaumu Airport,PPQ
5377,Queenstown International Airport,ZQN
5378,Raglan Aerodrome,RAG
5379,Ryan's Creek Aerodrome,SZS
5380,Rotorua Regional Airport,ROT
5381,Tauranga Airport,TRG
5382,Thames Aerodrome,TMZ
5383,Takaka Airport,KTF
5384,Tokoroa Airfield,TKZ
5385,Taharoa Aerodrome,THH
5386,Timaru Airport,TIU
5387,Pukaki Airport,TWZ
5388,Woodbourne Airport,BHE
5389,Wanaka Airport,WKA
5390,Whakatane Airport,WHK
5391,Wellington International Airport,WLG
5392,Wairoa Airport,WIR
5393,Whangarei Airport,WRE
5394,Westport Airport,WSZ
5395,Whitianga Airport,WTZ
5396,Wanganui Airport,WAG
5397,Kneeland Airport,NLN
5398,Benton Field,BZF
5399,Shank Air Base,OAA
5400,Bamyan Airport,BIN
5401,Bost Airport,BST
5402,Chaghcharan Airport,CCN
5403,Sardeh Band Airport,SBF
5404,Darwaz Airport,DAZ
5405,Farah Airport,FAH
5406,Fayzabad Airport,FBD
5407,Gardez Airport,GRG
5408,Khwahan Airport,KWH
5409,Herat - Khwaja Abdullah Ansari International Airport,HEA
5410,Bagram Airfield,OAI
5411,Jalalabad Airport,JAA
5412,Kabul International Airport,KBL
5413,Ahmad Shah Baba International Airport / Kandahar Airfield,KDH
5414,Maymana Zahiraddin Faryabi Airport,MMZ
5415,Mazar-i-Sharif International Airport,MZR
5416,Urgun Airport,URN
5417,Qala-i-Naw Airport,LQN
5418,Razer Airport,KUR
5419,Sharana Airstrip,OAS
5420,Shindand Air Base,OAH
5421,Sheghnan Airport,SGA
5422,Tarinkot Airport,TII
5423,Taleqan Airport,TQN
5424,Kunduz Airport,UND
5425,Camp Shorabak Airfield,OAZ
5426,Zaranj Airport,ZAJ
5427,Bahrain International Airport,BAH
5428,Corisco International Airport,OCS
5429,Abha International Airport,AHB
5430,Al-Ahsa International Airport,HOF
5431,King Saud Bin Abdulaziz (Al Baha) Airport,ABT
5432,Bisha Airport,BHH
5433,King Fahd International Airport,DMM
5434,King Salman Abdulaziz Airport,DWD
5435,King Abdulaziz Air Base,DHA
5436,Jizan Regional Airport / King Abdullah bin Abdulaziz Airport,GIZ
5437,Gassim Airport,ELQ
5438,Gurayat Domestic Airport,URY
5439,Ha'il Airport,HAS
5440,Jubail Airport,QJB
5441,King Abdulaziz International Airport,JED
5442,King Khaled Military City Airport,KMC
5443,King Khalid Air Base,KMX
5444,Prince Mohammad Bin Abdulaziz Airport,MED
5445,Najran Domestic Airport,EAM
5446,Neom Bay Airport,NUM
5447,Al Qaisumah/Hafr Al Batin Airport,AQI
5448,Prince Sultan Air Base,AKH
5449,Rafha Domestic Airport,RAH
5450,King Khaled International Airport,RUH
5451,Arar Domestic Airport,RAE
5452,Sharurah Domestic Airport,SHW
5453,Al-Jawf Domestic Airport,AJF
5454,As-Sulayyil Airport,SLF
5455,Tabuk Airport,TUU
5456,Ta’if Regional Airport,TIF
5457,Turaif Domestic Airport,TUI
5458,Wadi Al Dawasir Domestic Airport,WAE
5459,Al Wajh Domestic Airport,EJH
5460,Prince Abdul Mohsin bin Abdulaziz International Airport / Yanbu Airport,YNB
5461,Zilfi Airport,ZUL
5462,Ogeranang Airport,OGE
5463,Ogobsucum Airport,OGM
5464,Bahregan Airport,IAQ
5465,Abadan Airport,ABD
5466,Dezful Airport,DEF
5467,Aghajari Airport,AKW
5468,Gachsaran Airport,GCH
5469,Shahid Asiyaee Airport,QMJ
5470,Omidiyeh Airport,OMI
5471,Mahshahr Airport,MRX
5472,Lieutenant General Qasem Soleimani International Airport,AWZ
5473,Abu Musa Island Airport,AEU
5474,Bushehr Airport,BUZ
5475,Jam Airport,KNR
5476,Kish International Airport,KIH
5477,Bandar Lengeh International Airport,BDH
5478,Persian Gulf International Airport,PGU
5479,Khark Airport,KHK
5480,Siri Airport,SXI
5481,Lavan Airport,LVP
5482,Shahid Ashrafi Esfahani Airport,KSH
5483,Ilam Airport,IIL
5484,Khoram Abad Airport,KHD
5485,Sanandaj Airport,SDG
5486,Hesa Airport,IFH
5487,Kashan Airport,KKS
5488,Isfahan Shahid Beheshti International Airport,IFN
5489,Shahrekord Airport,CQD
5490,Sardar-e-Jangal Airport,RAS
5491,Hamadan Airport,HDM
5492,Arak Airport,AJK
5493,Nojeh Air Base,NUJ
5494,Imam Khomeini International Airport,IKA
5495,Mehrabad International Airport,THR
5496,Qazvin Airport,GZW
5497,Payam Karaj International Airport,PYK
5498,Semnan Municipal Airport,SNX
5499,Bandar Abbas International Airport,BND
5500,Jiroft Airport,JYR
5501,Ayatollah Hashemi Rafsanjani International Airport,KER
5502,Bam Airport,BXR
5503,Havadarya Airport,HDR
5504,Qeshm Dayrestan International Airport,GSM
5505,Rafsanjan Airport,RJN
5506,Sirjan Airport,SYJ
5507,Birjand International Airport,XBJ
5508,Sarakhs Airport,CKT
5509,Shahrud International Airport,RUD
5510,Mashhad International Airport,MHD
5511,Bojnord Airport,BJB
5512,Sabzevar National Airport,AFZ
5513,Tabas Airport,TCX
5514,Kalaleh Airport,KLM
5515,Gorgan Airport,GBT
5516,Bishe Kola Air Base,BSM
5517,Nowshahr Airport,NSH
5518,Ramsar Airport,RZR
5519,Sari Dasht-e Naz International Airport,SRY
5520,Fasa Airport,FAZ
5521,Jahrom Airport,JAR
5522,Lar Airport,LRR
5523,Lamerd Airport,LFM
5524,Shiraz Shahid Dastghaib International Airport,SYZ
5525,Yasuj Airport,YES
5526,Khoy Airport,KHY
5527,Ardabil Airport,ADU
5528,Sahand Airport,ACP
5529,Parsabad-Moghan Airport,PFQ
5530,Urmia Airport,OMH
5531,Tabriz International Airport,TBZ
5532,Maku National Airport,IMQ
5533,Zanjan Airport,JWN
5534,Shahid Sadooghi Airport,AZD
5535,Zabol Airport,ACZ
5536,Chabahar Konarak International Airport,ZBR
5537,Zahedan International Airport,ZAH
5538,Iranshahr Airport,IHR
5539,Jask Airport,JSK
5540,Queen Alia International Airport,AMM
5541,Amman Civil (Marka International) Airport,ADJ
5542,Aqaba King Hussein International Airport,AQJ
5543,King Hussein Air College,OMF
5544,Ahmed Al Jaber Air Base,XIJ
5545,Kuwait International Airport,KWI
5546,Okao Airport,OKV
5547,Beirut Rafic Hariri International Airport,BEY
5548,Old Harbor Airport,OLH
5549,Rene Mouawad Air Base / Kleyate Airport,KYE
5550,Olsobip Airport,OLQ
5551,Dibba Airport,BYB
5552,Adam Airport,AOM
5553,Duqm International Airport,DQM
5554,Mussanah Airport,MNH
5555,Zayed International Airport,AUH
5556,Al Bateen Executive Airport,AZI
5557,Al Ain International Airport,AAN
5558,Al Dhafra Air Base,DHF
5559,Sir Bani Yas Airport,XSB
5560,Dubai International Airport,DXB
5561,Al Minhad Air Base,NHD
5562,Al Maktoum International Airport,DWC
5563,Fujairah International Airport,FJR
5564,Osmanabad Airport,OMN
5565,Ras Al Khaimah International Airport,RKT
5566,Sharjah International Airport,SHJ
5567,Preah Vinhear Airport,OMY
5568,Ononge Airport,ONB
5569,Buraimi Airport,RMB
5570,Fahud Airport,FAU
5571,Qarn Alam Airport,RNM
5572,Ja'Aluni Airport,JNJ
5573,Khasab Airport,KHS
5574,Lekhwair Airport,LKW
5575,RAFO Masirah,MSH
5576,Muscat International Airport,MCT
5577,Marmul Airport,OMM
5578,Salalah Airport,SLL
5579,Sohar Airport,OHS
5580,Thumrait Air Base,TTH
5581,Dadu West Airport,DDU
5582,Bhagatanwala Airport,BHW
5583,Bannu Airport,BNP
5584,Bahawalnagar Airport,WGB
5585,Bahawalpur Airport,BHV
5586,Chitral Airport,CJL
5587,Chilas Airport,CHB
5588,Dalbandin Airport,DBA
5589,Dera Ghazi Khan Airport,DEA
5590,Dera Ismael Khan Airport,DSK
5591,Faisalabad International Airport,LYP
5592,Gwadar International Airport,GWD
5593,Gilgit Airport,GIL
5594,Islamabad International Airport,ISB
5595,Shahbaz Air Base,JAG
5596,Jinnah International Airport,KHI
5597,Hyderabad Airport,HDD
5598,Khuzdar Airport,KDD
5599,Kohat Airport,OHT
5600,Allama Iqbal International Airport,LHE
5601,Loralai Airport,LRG
5602,Mangla Airport,XJM
5603,Muzaffarabad Airport,MFG
5604,Mianwali Air Base,MWD
5605,Moenjodaro Airport,MJD
5606,Sindhri Tharparkar Airport,MPD
5607,Minhas Air Base,ATG
5608,Multan International Airport,MUX
5609,Shaheed Benazirabad Airport,WNS
5610,Ormara Airport,ORW
5611,Parachinar Airport,PAJ
5612,Panjgur Airport,PJG
5613,Pasni Airport,PSI
5614,Peshawar International Airport,PEW
5615,Quetta International Airport,UET
5616,Shaikh Zaid Airport,RYK
5617,Rawalakot Airport,RAZ
5618,Sibi Airport,SBQ
5619,Skardu Airport,KDU
5620,Sukkur Airport,SKZ
5621,Sehwan Sharif Airport,SYW
5622,Mushaf Air Base,SGI
5623,Saidu Sharif Airport,SDT
5624,Sialkot International Airport,SKT
5625,Sui Airport,SUL
5626,Sawan Airport,RZS
5627,Tarbela Dam Airport,TLB
5628,Talhar Airport,BDN
5629,Taftan Airport,TFT
5630,Turbat International Airport,TUK
5631,Wana Airport,WAF
5632,Zhob Airport,PZH
5633,Al Asad Air Base,IQA
5634,Al Taqaddum Air Base,TQD
5635,Bamarni Airport,BMN
5636,Baghdad International Airport / New Al Muthana Air Base,BGW
5637,Mosul International Airport,OSM
5638,Erbil International Airport,EBL
5639,Port Lions Airport,ORI
5640,Kirkuk Air Base,KIK
5641,Basra International Airport,BSR
5642,Al Najaf International Airport,NJF
5643,Qayyarah West Airport,RQW
5644,Sulaymaniyah International Airport,ISU
5645,Ali Air Base,XNH
5646,Aleppo International Airport,ALP
5647,Damascus International Airport,DAM
5648,Deir ez-Zor Airport,DEZ
5649,Omora Airport,OSE
5650,Ossima Airport,OSG
5651,Qamishli Airport,KAC
5652,Hmeimim Air Base,LTK
5653,Palmyra Airport,PMS
5654,Doha International Airport,DIA
5655,Al Udeid Air Base,XJD
5656,Hamad International Airport,DOH
5657,Andre Maggi Airport,OTT
5658,Oum Hadjer Airport,OUM
5659,Orientos Airport,OXO
5660,Aden International Airport,ADE
5661,Abs Airport,EAB
5662,Ataq Airport,AXK
5663,Al-Bayda Airport,BYD
5664,Beihan Airport,BHN
5665,Al-Bough Airport,BUK
5666,Al Ghaydah International Airport,AAY
5667,Hodeidah International Airport,HOD
5668,Kamaran Airport,KAM
5669,Marib Airport,MYN
5670,Mukeiras Airport,UKR
5671,Qishn Airport,IHN
5672,Riyan Mukalla International Airport,RIY
5673,Sadah Airport,SYE
5674,Sana'a International Airport,SAH
5675,Socotra International Airport,SCT
5676,Seiyun Hadhramaut International Airport,GXF
5677,Ta'izz International Airport,TAI
5678,Zagora Airport,OZG
5679,Achutupu Airport,ACU
5680,Ailigandí Airport,AIL
5681,Carti Airport,CTE
5682,Mulatupo Airport,MPP
5683,Playón Chico Airport,PYC
5684,San Miguel Airport,NMG
5685,Tubualá Airport,TUW
5686,Yaviza Airport,PYV
5687,Puerto Armuelles Airport,AML
5688,Bahia Piña Airport,BFQ
5689,EL Real Airport,ELE
5690,Raul Arias Espinoza Airport,OTD
5691,Sambú Airport,SAX
5692,Atka Airport,AKB
5693,Port Moller Airport,PML
5694,Port Alexander Seaplane Base,PTD
5695,"Warren ""Bud"" Woods Palmer Municipal Airport",PAQ
5696,Casco Cove Coast Guard Station,ATU
5697,Barter Island Long Range Radar Station Airport,BTI
5698,Bethel Airport,BET
5699,Beluga Airport,BVU
5700,Allen Army Airfield,BIG
5701,Buckland Airport,BKC
5702,Big Mountain Airport,BMX
5703,Wiley Post Will Rogers Memorial Airport,BRW
5704,Bettles Airport,BTT
5705,Cold Bay Airport,CDB
5706,Central Airport,CEM
5707,Chalkyitsik Airport,CIK
5708,Chefornak Airport,CYF
5709,Scammon Bay Airport,SCM
5710,Circle City (New) Airport,IRC
5711,Cape Sarichef Airport,WSF
5712,Merle K (Mudhole) Smith Airport,CDV
5713,Coldfoot Airport,CXF
5714,Yakataga Airport,CYT
5715,Cape Romanzof LRRS Airport,CZF
5716,Deering Airport,DRG
5717,Red Dog Airport,RDB
5718,Adak Airport,ADK
5719,Dillingham Airport,DLG
5720,Marshall Don Hunter Sr Airport,MLL
5721,Kodiak Airport,ADQ
5722,Tom Madsen (Dutch Harbor) Airport,DUT
5723,Kongiganak Airport,KKH
5724,Elmendorf Air Force Base,EDF
5725,Eek Airport,EEK
5726,Eagle Airport,EAA
5727,Cape Newenham LRRS Airport,EHM
5728,Eielson Air Force Base,EIL
5729,Elfin Cove Seaplane Base,ELV
5730,Emmonak Airport,EMK
5731,Kenai Municipal Airport,ENA
5732,Fairbanks International Airport,FAI
5733,Ladd Army Airfield,FBK
5734,Ambler Airport,ABL
5735,Bryant Army Airfield,FRN
5736,Nikolai Airport,NIB
5737,Farewell Airport,FWL
5738,Edward G. Pitka Sr Airport,GAL
5739,Galbraith Lake Airport,GBH
5740,Kwigillingok Airport,KWK
5741,Shungnak Airport,SHG
5742,Gulkana Airport,GKN
5743,Golovin Airport,GLV
5744,Gambell Airport,GAM
5745,Angoon Seaplane Base,AGN
5746,Big Lake Airport,BGQ
5747,Gustavus Airport,GST
5748,Nightmute Airport,NME
5749,Skagway Airport,SGY
5750,Holy Cross Airport,HCR
5751,Huslia Airport,HSL
5752,Haines Airport,HNS
5753,Homer Airport,HOM
5754,Hooper Bay Airport,HPB
5755,Hughes Airport,HUS
5756,Shageluk Airport,SHX
5757,Hydaburg Seaplane Base,HYG
5758,Igiugig Airport,IGG
5759,Egegik Airport,EGX
5760,Bob Baker Memorial Airport,IAN
5761,Iliamna Airport,ILI
5762,Indian Mountain LRRS Airport,UTO
5763,Denali National Park Airport,MCL
5764,Wales Airport,WAA
5765,Chignik Airport,KCG
5766,Juneau International Airport,JNU
5767,Koliganek Airport,KGK
5768,Kodiak Municipal Airport,KDK
5769,False Pass Airport,KFP
5770,Akhiok Airport,AKK
5771,Kipnuk Airport,KPN
5772,Koyuk Alfred Adams Airport,KKA
5773,Kulik Lake Airport,LKK
5774,King Salmon Airport,AKN
5775,Nikolski Air Station,IKO
5776,Anaktuvuk Pass Airport,AKP
5777,Ketchikan International Airport,KTN
5778,Ugnu-Kuparuk Airport,UUK
5779,Kaltag Airport,KAL
5780,Klawock Airport,KLW
5781,Karluk Airport,KYK
5782,Larsen Bay Airport,KLN
5783,Kalskag Airport,KLG
5784,Chandalar Lake Airport,WCR
5785,Cape Lisburne LRRS Airport,LUR
5786,Manokotak Airport,KMO
5787,McGrath Airport,MCG
5788,Middleton Island Airport,MDO
5789,Minchumina Airport,LMA
5790,St Michael Airport,SMK
5791,Manley Hot Springs Airport,MLY
5792,Metlakatla Seaplane Base,MTM
5793,Mountain Village Airport,MOU
5794,Merrill Field,MRI
5795,Mc Carthy Airport,MXY
5796,Mekoryuk Airport,MYU
5797,Napakiak Airport,WNA
5798,Ted Stevens Anchorage International Airport,ANC
5799,Aniak Airport,ANI
5800,Nenana Municipal Airport,ENN
5801,Nondalton Airport,NNL
5802,Funter Bay Seaplane Base,FNR
5803,Annette Island Airport,ANN
5804,Nulato Airport,NUL
5805,Anvik Airport,ANV
5806,New Stuyahok Airport,KNW
5807,Kobuk Airport,OBU
5808,Portage Creek Airport,PCA
5809,Hoonah Airport,HNH
5810,Nome Airport,OME
5811,Toksook Bay Airport,OOK
5812,Northway Airport,ORT
5813,Ralph Wien Memorial Airport,OTZ
5814,Nelson Lagoon Airport,NLG
5815,St George Airport,STG
5816,Port Clarence Coast Guard Station,KPC
5817,Perryville Airport,KPV
5818,Petersburg James A Johnson Airport,PSG
5819,Port Heiden Airport,PTH
5820,Napaskiak Airport,PKA
5821,Platinum Airport,PTU
5822,Pilot Point Airport,PIP
5823,Point Hope Airport,PHO
5824,Prospect Creek Airport,PPC
5825,Quinhagak Airport,KWN
5826,Nuiqsut Airport,NUI
5827,Arctic Village Airport,ARC
5828,Russian Mission Airport,RSH
5829,Ruby Airport,RBY
5830,Savoonga Airport,SVA
5831,Deadhorse Airport,SCC
5832,Sand Point Airport,SDP
5833,Shishmaref Airport,SHH
5834,Sitka Rocky Gutierrez Airport,SIT
5835,Selawik Airport,WLK
5836,Sleetmute Airport,SLQ
5837,St Mary's Airport,KSM
5838,St Paul Island Airport,SNP
5839,Seldovia Airport,SOV
5840,Sheep Mountain Airport,SMU
5841,Summit Airport,UMM
5842,Sparrevohn LRRS Airport,SVW
5843,Skwentna Airport,SKW
5844,Soldotna Airport,SXQ
5845,Eareckson Air Station,SYA
5846,Ralph M Calhoun Memorial Airport,TAL
5847,Tin City Long Range Radar Station Airport,TNC
5848,Teller Airport,TLA
5849,Togiak Airport,TOG
5850,Talkeetna Airport,TKA
5851,Tatalina LRRS Airport,TLJ
5852,Atqasuk Edward Burnell Sr Memorial Airport,ATK
5853,Alakanuk Airport,AUK
5854,Umiat Airport,UMT
5855,Unalakleet Airport,UNK
5856,Willow Airport,WOW
5857,Akutan Airport,KQA
5858,Chevak Airport,VAK
5859,King Cove Airport,KVC
5860,Valdez Pioneer Field,VDZ
5861,Venetie Airport,VEE
5862,Kivalina Airport,KVL
5863,Beaver Airport,WBQ
5864,Seward Airport,SWD
5865,Wrangell Airport,WRG
5866,Wainwright Airport,AIN
5867,White Mountain Airport,WMO
5868,Noatak Airport,WTK
5869,Wasilla Airport,WWA
5870,Yakutat Airport,YAK
5871,Canton Island Airport,CIS
5872,Boun Neau Airport,PCQ
5873,Pindiu Airport,PDI
5874,Presidente José Sarney Airport,PDR
5875,Walter Braedt Segú Airport,PTL
5876,Pebane Airport,PEB
5877,Pelican Seaplane Base,PEC
5878,Akiak Airport,AKI
5879,Allakaket Airport,AET
5880,Pacific City State Airport,PFC
5881,Chenega Bay Airport,NCN
5882,Clarks Point Airport,CLP
5883,Elim Airport,ELI
5884,Kasigluk Airport,KUK
5885,Kokhanok Airport,KNK
5886,Kotlik Airport,KOT
5887,Brevig Mission Airport,KTS
5888,Koyukuk Airport,KYU
5889,Kwethluk Airport,KWT
5890,Robert (Bob) Curtis Memorial Airport,ORV
5891,Shaktoolik Airport,SKK
5892,Tok Junction Airport,TKJ
5893,South Naknek Number 2 Airport,WSN
5894,Fort Yukon Airport,FYU
5895,Cape Rodney Airport,CPN
5896,Emirau Airport,EMI
5897,Erave Airport,ERE
5898,Esa'ala Airport,ESA
5899,Garaina Airport,GAR
5900,Gonaili Airport,GOE
5901,Bapi Airstrip,BPD
5902,Biangabip Airport,BPK
5903,Minj Airport,MZN
5904,Sengapi Airstrip,SGK
5905,Kibuli Airstrip,KII
5906,Stockholm Landing Strip,SMP
5907,Brahman Airstrip,BRH
5908,Biliau Airport,BIJ
5909,Anguganak Airport,AKG
5910,Tadji Airport,TAJ
5911,Awaba Airport,AWB
5912,Bialla Airport,BAA
5913,Chungribu Airport,CVB
5914,Gasmata Island Airport,GMI
5915,Green River Airport,GVI
5916,Hayfields Airport,HYF
5917,Ihu Airport,IHU
5918,Nissan Island Airport,IIS
5919,Jacquinot Bay Airport,JAQ
5920,Kandrian Airport,KDR
5921,Kokoda Airport,KKD
5922,Kamusi Airport,KUY
5923,Kawito Airport,KWO
5924,Lumi Airport,LMI
5925,Lake Murray Airport,LMY
5926,Obo Airport,OBX
5927,Balimo Airport,OPU
5928,Suki Airport,SKC
5929,Tufi Airport,TFI
5930,Telefomin Airport,TFM
5931,Tol Airport,TLO
5932,Nuku Airport,UKU
5933,Sule Airport,ULE
5934,Baimuru Airport,VMU
5935,Wipim Airport,WPM
5936,Yegepa Airport,PGE
5937,Port Graham Airport,PGM
5938,Rota International Airport,ROP
5939,Saipan International Airport,SPN
5940,Andersen Air Force Base,UAM
5941,Antonio B. Won Pat International Airport,GUM
5942,Tinian International Airport,TIQ
5943,Laguindingan International Airport,CGY
5944,Cagayan North International Airport,LLC
5945,Tagbita Airstrip,TGB
5946,El Nido Airport,ENI
5947,Barking Sands Airport,BKH
